id,review,class
1399,"No matter where I travel, it's very accurate to use.",rating
1400,I like it.,rating
1401,"Fort lauderdale. Il Lugano is making us feel like royalty!  Friendly, and bending over backward to relax us at the end of a long travel day.  Great app with great hotels!",rating
1402,Great,rating
1403,Particularly like the reminder!,rating
1404,Accurate,rating
1405,"Out of a dozen attempts I made on my iPhone 4, I was able to get it to work three times. And even then it was frustratingly inconsistent in recognizing a pulse. I'm not sure what the indication is that it's reading your heart rate, as the ""dial"" moves around and then restarts constantly. Sometimes a blinking heart shows up. The instructions don't explain what the dial and heart icon are for. Keeping my finger in the same location would reveal a heart rate of 85... and then 31.

Watched the video on their website to look at the location of my finger in comparison to theirs--same spot. It's possible that the technique they use to measure the heart rate doesn't work on everyone--thus the vast disparity in ratings for the app. Seems to work for some people and not for others.

Doesn't work at all on my iPad 2 even in good lighting.",rating
1406,I absolutely love this app. I scan whatever I see....,rating
1407,"Awsome App , I Love Using This App :D",rating
1408,"VERY easy to use, and I've found a ton of cool stuff getting into QR codes!! HIGHLY recommended",rating
1409,Super original application great!!!!!,rating
1410,Love how it looks! Not sure where it gets the info from or how accurate it is? But this is the beat looking weather out there!,rating
1411,Visually stunning but the ads are annoying sometimes.,rating
1412,Great and easy.use it everyday,rating
1413,Great app,rating
1414,This app is so convenient! I looovvve it!!,rating
1415,Now that I have this app I can't imagine how I got anywhere without it. In my experience it's approx 98% accurate and the spoken directions are a necessity when you're driving alone. One improvement would be to have the spoken directions a little earlier especially on a busy highway. I'd recommend this app to anyone looking for reliable accurate directions.,rating
1416,Awesome! The real deal!,rating
1417,Somehow I lost my contacts. This app got everything back for me,rating
1418,Mediocre!! It's primitive!!!,rating
1419,Finally. A secure place for my private photos. No more worrying about things being accidentally seen. Buy this.,rating
1420,Awesome app.,rating
1421,Absolutely handy for those pics you don't need everyone else to see.,rating
1422,Great app especially for fantasy news. One of the great sources i use to get info first. Only thing is freezes for a min when you are scrolling on a article.,rating
1423,It's pretty good top notch for me,rating
1424,Must have for sports lovers,rating
1425,Fantastic,rating
1426,Best sports app!!!,rating
1427,It makes you and your friends laugh out loud,rating
1428,"This is the best weather app ever! Great job, it totally outclasses other weather apps.",rating
1429,"Love this app, although I do wish you could add local stores to your store list",rating
1430,It was ok.,rating
1431,"Very beneficial app, enjoy looking and seeing what's available.",rating
1432,Very surprised that is so much useful.,rating
1433,"This app is so helpful to me. I have difficulty picking out what I should cook for dinner, but this app gives you recipes based on what meat you want to cook AND THEN it generates a shopping list for you to print! I'm much less stressed now that dinner planning is made simple and quick with this app!",rating
1434,"Easy to use....love French...using French stations to improve my French.
It's working!!!  Merci, merci!!!",rating
1435,Nice features for a freebie!,rating
1436,Great App!!!,rating
1437,"Decent app. Finally, notifications are here. Now please give us multi account login, Google.",rating
1438,This is a great application,rating
1439,Definetley he best editing app.?????,rating
1440,Save a lot of money,rating
1441,This is a great app for a family on a bujet,rating
1442,In just 1 click I can search sales and plan out my trips. Love this !!!!,rating
1443,Refer to title lol. Great job thx,rating
1444,Oovoo is so amazing I love it,rating
1445,Amazing app love using ut,rating
1446,Works very well. My friends loved it,rating
1447,Makes finding hard-to-find deals easy,rating
1448,Great app. Great deals and great savings. What's not to like!?,rating
1449,Slick!,rating
1450,It is a good app. It definitely saves time finding online books!,rating
1451,Super convenient. I love being able to order delicious food from my phone. Dominoes just keeps getting better and better!,rating
1452,Great app! Way better than papa johns,rating
1453,"Great app, only one suggestion, it would be great if it allowed for daily flow values.",rating
1454,It's a nice app.,rating
1455,Bezt app ever.. And very convenient for local and international text,rating
1456,Thanks for making an app to manage my account. Better than the mobile site.,rating
1457,This app was easy to use. I'm so glad I found it!,rating
1458,No biggie.. Nothing to get excited about.,rating
1459,I love keek,rating
1460,"Good
App",rating
1461,"For those asking how to make a new when after you have already created one...after you post it and you're ready for a new one, tap the collage twice and it takes you back to the layout screen do you can insert new pics.",rating
